1408240093,22,30000,0,453776404
1408249460,22,30187,0,1231206264
1408250326,22,30250,0,2097842773
1408252604,22,30062,0,80337565
1408252654,22,30062,0,130601542
1408253384,22,29750,0,860205607
1408254488,22,25062,0,1964276342
1408255981,22,25687,0,3457605824
1408258488,22,23437,0,1669443749
1408259938,22,23687,0,3119917973
1408262788,22,23062,0,1675302175
1408263629,22,21875,0,2515967534
1408267851,22,22000,0,2443189626
1408270078,22,20000,0,375208592
1408270385,22,19875,0,681968647
1408271404,22,19437,0,1701608486
1408271996,22,20000,0,2293453049
1408272814,22,19937,0,3111633358
1408273991,22,20187,0,4288606464
1408275795,22,20625,0,1797653035
1408276153,22,21312,0,2156088808
1408277093,22,20437,0,3095645205
1408281556,22,19937,0,3264216689
1408282189,22,20875,0,3896462264
1408282713,22,20875,0,126129676
1408289487,22,24875,0,2605302948
