1408153767,24,27687,0,23680889
1408162286,24,27562,0,4248544404
1408163452,24,27562,0,1119560054
1408171092,24,26937,0,170046935
1408172384,24,26750,0,1461954331
1408176349,24,26562,0,1131495043
1408185721,24,26000,0,1914229107
1408204119,24,25562,0,3132890754
1408204429,24,25562,0,3443232535
1408210589,24,26250,0,1013969005
1408213474,24,26750,0,3898446203
1408216149,24,27250,0,2278851348
1408218352,24,27500,0,186366151
1408219493,24,27937,0,1327853110
1408221015,24,28500,0,2850147170
1408221926,24,28562,0,3761233254
1408222459,24,28562,0,4294030318
1408224873,24,29000,0,2413554505
1408226545,24,29750,0,4085495314
1408230584,24,29812,0,3829382172
