1408237656,17,30500,0,2311842859
1408247665,17,30812,0,3731663865
1408248802,17,30187,0,573137135
1408252700,17,30062,0,176847176
1408254049,17,29750,0,1525112454
1408257584,17,24312,0,766151742
1408257640,17,24312,0,822049733
1408260392,17,22187,0,3574077415
1408266120,17,21437,0,712434894
1408267189,17,21437,0,1781507587
1408267717,17,22000,0,2309443383
1408268505,17,22437,0,3097529030
1408269514,17,20000,0,4106372420
1408278922,17,18812,0,629963689
1408279432,17,18812,0,1139818674
1408282955,17,17875,0,367893996
1408284490,17,20750,0,1902634636
1408288229,17,24375,0,1347079114
1408288505,17,24375,0,1623037274
1408290133,17,25000,0,3251296459
