1417564924,On23
1417565224,On13
1417565524,On3
1417565824,On1
1417566124,On2
1417566424,On12
1417566724,allOn
1417567024,On23
1417567324,On13
1417567624,On3
1417567924,On1
1417568224,On2
1417568524,On12
1417568824,allOn
1417569124,On23
1417569424,On13
1417569724,On3
1417570024,On1
1417570324,On2
1417570624,On12
1417570924,allOn
1417571224,On23
1417571524,On13
1417571824,On3
1417572124,On1
1417572424,On2
1417572724,On12
1417573024,allOn
1417573324,On23
1417573624,On13
1417573924,On3
1417574224,On1
1417574524,On2
1417574824,On12
1417575124,allOn
1417575424,On23
1417575724,On13
1417576024,On3
1417576324,On1
1417576624,On2
1417576924,On12
1417577224,allOn
1417577524,On23
1417577824,On13
1417578124,On3
1417578424,On1
1417578724,On2
1417579024,On12
1417579324,allOn
1417579624,On23
1417579924,On13
1417580224,On3
1417580524,On1
1417580824,On2
1417581124,On12
1417581424,allOn
1417581724,On23
1417582024,On13
1417582324,On3
1417582624,On1
1417582924,On2
1417583224,On12
1417583524,allOn
1417583824,On23
1417584124,On13
1417584424,On3
1417584724,On1
1417585024,On2
1417585324,On12
1417585624,allOn
1417585924,On23
1417586224,On13
1417586524,On3
1417586824,On1
1417587124,On2
1417587424,On12
1417587724,allOn
1417588024,On23
1417588324,On13
1417588624,On3
1417588924,On1
1417589224,On2
1417589524,On12
1417589824,allOn
1417590124,On23
1417590424,On13
1417590724,On3
1417591024,On1
1417591324,On2
1417591624,On12
1417591924,allOn
1417592224,On23
1417592524,On13
1417592824,On3
1417593124,On1
1417593424,On2
1417593724,On12
1417594024,allOn
1417594324,On23
1417594624,On13
1417594924,On3
1417595224,On1
1417595524,On2
1417595824,On12
1417596124,allOn
1417596424,On23
1417596724,On13
1417597024,On3
1417597324,On1
1417597624,On2
1417597924,On12
1417598224,allOn
1417598524,On23
1417598824,On13
1417599125,On3
1417599425,On1
1417599725,On2
1417600025,On12
1417600325,allOn
1417600625,On23
1417600925,On13
1417601225,On3
1417601525,On1
1417601825,On2
1417602125,On12
1417602425,allOn
1417602725,On23
1417603025,On13
1417603325,On3
1417603625,On1
1417603925,On2
1417604225,On12
1417604525,allOn
1417604825,On23
1417605125,On13
1417605425,On3
1417605725,On1
1417606025,On2
1417606325,On12
1417606625,allOn
1417606925,On23
1417607225,On13
1417607525,On3
1417607825,On1
1417608125,On2
1417608425,On12
1417608725,allOn
1417609025,On23
1417609325,On13
1417609625,On3
1417609925,On1
1417610225,On2
1417610525,On12
1417610825,allOn
1417611125,On23
1417611425,On13
1417611725,On3
1417612025,On1
1417612325,On2
1417612625,On12
1417612925,allOn
1417613225,On23
1417613525,On13
1417613825,On3
1417614125,On1
1417614425,On2
1417614725,On12
1417615025,allOn
1417615325,On23
1417615625,On13
1417615925,On3
1417616225,On1
1417616525,On2
1417616825,On12
1417617125,allOn
1417617425,On23
1417617725,On13
1417618025,On3
1417618325,On1
1417618625,On2
1417618925,On12
1417619225,allOn
1417619525,On23
1417619825,On13
1417620125,On3
1417620425,On1
1417620725,On2
1417621025,On12
1417621325,allOn
1417621625,On23
1417621925,On13
1417622225,On3
1417622525,On1
1417622825,On2
1417623125,On12
1417623425,allOn
1417623725,On23
1417624025,On13
1417624325,On3
1417624625,On1
1417624925,On2
1417625225,On12
1417625525,allOn
1417625825,On23
1417626125,On13
1417626425,On3
1417626725,On1
1417627025,On2
1417627325,On12
1417627625,allOn
1417627925,On23
1417628225,On13
1417628525,On3
1417628825,On1
1417629125,On2
1417629425,On12
1417629725,allOn
1417630025,On23
1417630325,On13
1417630625,On3
1417630925,On1
1417631225,On2
1417631525,On12
1417631825,allOn
1417632125,On23
1417632425,On13
1417632725,On3
1417633025,On1
1417633325,On2
1417633625,On12
1417633925,allOn
1417634225,On23
1417634525,On13
1417634825,On3
1417635125,On1
1417635425,On2
1417635725,On12
1417636025,allOn
1417636325,On23
1417636625,On13
1417636925,On3
1417637225,On1
1417637525,On2
1417637825,On12
1417638125,allOn
1417638425,On23
1417638725,On13
1417639025,On3
1417639325,On1
1417639625,On2
1417639925,On12
1417640225,allOn
1417640525,On23
1417640825,On13
1417641125,On3
1417641425,On1
1417641725,On2
1417642025,On12
1417642325,allOn
1417642625,On23
1417642925,On13
1417643225,On3
1417643525,On1
1417643825,On2
1417644125,On12
1417644425,allOn
1417644725,On23
1417645025,On13
1417645325,On3
1417645625,On1
1417645925,On2
1417646225,On12
1417646525,allOn
1417646825,On23
1417647125,On13
1417647425,On3
1417647725,On1
1417648025,On2
1417648325,On12
1417648625,allOn
1417648926,On23
1417649226,On13
1417649526,On3
1417649826,On1
1417650126,On2
1417650426,On12
1417650726,allOn
1417651026,On23
