1408235053,18,30562,0,4003813827
1408237526,18,30500,0,2181691560
1408248154,18,30812,0,4220523064
1408249169,18,30187,0,940445201
1408249297,18,30187,0,1068303798
1408251379,18,30062,0,3150739597
1408253741,18,29750,0,1217453920
1408255905,18,25687,0,3381167620
1408256069,18,23937,0,3546072483
1408259689,18,23687,0,2870382380
1408260205,18,22187,0,3386924754
1408261273,18,22312,0,159874980
1408262140,18,21750,0,1026606521
1408262259,18,21750,0,1145824412
1408263112,18,23062,0,1999267727
1408264703,18,22000,0,3590470644
1408264991,18,22062,0,3878054615
1408267872,18,22000,0,2463869251
1408267996,18,22000,0,2588553531
1408268604,18,22437,0,3196079875
1408270124,18,20000,0,421460671
1408270197,18,20000,0,493870320
1408270966,18,19875,0,1263821141
1408270983,18,19875,0,1279909595
1408272610,18,19937,0,2907572302
1408274144,18,20187,0,146480284
1408275098,18,19625,0,1101054299
1408275109,18,19625,0,1111434630
1408275595,18,20625,0,1598099515
1408277577,18,21625,0,3579686359
1408277613,18,21625,0,3615881388
1408280698,18,20437,0,2406013701
1408280964,18,20437,0,2671653071
1408281237,18,20437,0,2944989369
1408282138,18,19937,0,3846192435
1408282979,18,17875,0,392028630
1408283329,18,17875,0,741547279
1408283357,18,17875,0,769699540
1408283902,18,17875,0,1315442988
1408286002,18,21625,0,3415062820
1408286186,18,21625,0,3598762075
1408288138,18,24375,0,1256571145
1408288549,18,24375,0,1667218819
1408289767,18,24875,0,2884869550
