1412546051,21,24875,0,178585976
1412546174,21,24875,0,301658724
1412546243,21,24875,0,370590921
1412546309,21,24875,0,436700183
1412546342,21,24875,0,469214667
1412546461,21,24875,0,588564221
1412546479,21,24875,0,606303450
1412546510,21,24875,0,636964293
1412546540,21,24875,0,667656388
1412546668,21,24375,0,795148887
1412546679,21,24375,0,806746457
1412546732,21,24375,0,859566745
1412546807,21,24375,0,934350437
1412547717,21,23875,0,1844903955
1412547766,21,23875,0,1893354919
1412547784,21,23875,0,1911016317
1412547821,21,23875,0,1948666057
1412548058,21,23875,0,2185028400
1412548058,21,23875,0,2185301909
1412548127,21,23875,0,2254543162
1412548127,21,23875,0,2254679787
1412548186,21,23875,0,2313221313
1412548195,21,23875,0,2322686805
1412548202,21,23875,0,2329775252
1412548228,21,23875,0,2355584766
1412548282,21,23875,0,2409887685
1412548319,21,24687,0,2446219375
1412548322,21,24687,0,2449669495
1412548328,21,24687,0,2454986457
1412548368,21,24687,0,2495254501
1412548380,21,24687,0,2507489564
1412548383,21,24687,0,2510769244
1412548487,21,24687,0,2614851548
1412548544,21,24687,0,2671600941
1412548634,21,24687,0,2761524008
1412548678,21,24687,0,2805039272
1412548781,21,24687,0,2908220577
1412548794,21,24687,0,2921536199
1412548806,21,24687,0,2933847698
1412548855,21,24687,0,2982518340
1412548864,21,24687,0,2991746287
1412548871,21,24687,0,2998517285
1412548881,21,24687,0,3008005265
1412548903,21,24687,0,3030772435
1412548909,21,24687,0,3036603670
1412549839,21,25625,0,3966190373
1412549876,21,25625,0,4003938079
1412549886,21,25625,0,4013576651
1412550136,21,25625,0,4263504712
1412550145,21,25625,0,4272445340
1412550156,21,25625,0,4284003041
1412550190,21,25625,0,22228050
1412550202,21,25625,0,34754770
1412550235,21,25625,0,67210186
1412550452,21,25937,0,284621688
1412550474,21,25937,0,306164275
1412550579,21,25937,0,411878555
1412550628,21,25937,0,460947305
1412550640,21,25937,0,472876220
1412550685,21,25937,0,517812063
1412550696,21,25937,0,528913147
1412550732,21,25937,0,564805959
1412550842,21,25937,0,674190364
