1408237849,24,30500,0,2504355333
1408239783,24,30000,0,143426118
1408242336,24,30312,0,2697359488
1408243238,24,30312,0,3598632598
1408244929,24,30187,0,995577914
1408246401,24,30500,0,2467445185
1408248939,24,30187,0,710264839
1408252280,24,30062,0,4051440593
1408252491,24,30062,0,4262555639
1408252638,24,30062,0,114516657
1408253128,24,29750,0,604674579
1408253317,24,29750,0,793861313
1408254942,24,25062,0,2418495016
1408256150,24,23937,0,3626494370
1408257588,24,24312,0,770171063
1408262388,24,21750,0,1274527726
1408262416,24,21750,0,1302681194
1408263410,24,21875,0,2297155135
1408265322,24,22062,0,4208784704
1408265447,24,22062,0,39274958
1408267046,24,21437,0,1638691569
1408267181,24,21437,0,1773463246
1408268107,24,22000,0,2699174591
1408268437,24,22437,0,3029150882
1408268451,24,22437,0,3043231171
1408273315,24,20000,0,3612225199
1408273357,24,20000,0,3654461988
1408274681,24,19625,0,683927648
1408275477,24,20625,0,1479432202
1408278469,24,20375,0,176987490
1408279789,24,21000,0,1497232376
1408282474,24,20875,0,4181781496
1408283537,24,17875,0,950093102
1408283704,24,17875,0,1117022527
1408285545,24,21000,0,2957868877
1408288273,24,24375,0,1391616888
1408288513,24,24375,0,1631083598
1408290252,24,25000,0,3369931459
