1408156810,23,27687,0,3067225071
1408162417,23,27562,0,83728094
1408162767,23,27562,0,434124141
1408163169,23,27562,0,836198146
1408171082,23,26937,0,160034709
1408171253,23,26937,0,330214254
1408173225,23,26750,0,2302907631
1408175958,23,26562,0,741048776
1408177531,23,26250,0,2313468449
1408178312,23,26250,0,3094649875
1408181713,23,26187,0,2201329349
1408188926,23,25750,0,824013316
1408189977,23,25750,0,1875310339
1408190167,23,25750,0,2065524843
1408198092,23,25437,0,1400895420
1408198302,23,25437,0,1611133588
1408205471,23,25687,0,190489123
1408206253,23,25812,0,971859194
1408206363,23,25812,0,1081982420
1408210940,23,26250,0,1364365029
1408220975,23,28500,0,2810096328
1408222579,23,28687,0,119194778
1408228452,23,30000,0,1696984533
1408228752,23,29750,0,1997301720
1408229383,23,29750,0,2628018195
1408230504,23,29812,0,3749297447
