1412539887,22,23750,0,611186087
1412539888,22,23750,0,612454030
1412539889,22,23750,0,613597089
1412539891,22,23750,0,614873640
1412540300,22,25750,0,260770923
1412540301,22,25750,0,261803422
1412540303,22,25750,0,262883793
1412542244,22,27687,0,2204836723
1412542246,22,27687,0,2206030007
1412542248,22,27687,0,2208748017
1412542251,22,27687,0,2211210204
1412542264,22,27687,0,2224088577
1412542265,22,27687,0,2225253952
1412542266,22,27687,0,2226444495
1412542267,22,27687,0,2227571954
1412545445,22,26312,0,2470629328
1412545446,22,26312,0,2471570558
1412545447,22,26312,0,2472528781
1412545448,22,26312,0,2473624308
1412545455,22,26312,0,2479988680
1412545455,22,26312,0,2480806570
1412545456,22,26312,0,2481745881
1412545457,22,26312,0,2482661479
1412546262,22,24875,0,389728811
1412546263,22,24875,0,390351116
1412546515,22,24875,0,642888089
1412546518,22,24875,0,645854776
1412546813,22,24375,0,940711565
1412547093,22,24375,0,1220646336
1412550940,22,25937,0,772860114
