1416355299,On23
1416355599,On13
1416355899,On3
1416356199,On1
1416356499,On2
1416356799,On12
1416357099,allOn
1416357399,On23
1416357699,On13
1416357999,On3
1416358299,On1
1416358599,On2
1416358899,On12
1416359199,allOn
1416359499,On23
1416359799,On13
1416360099,On3
1416360399,On1
1416360699,On2
1416360999,On12
1416361299,allOn
1416361599,On23
1416361899,On13
1416362199,On3
1416362499,On1
1416362799,On2
1416363099,On12
1416363399,allOn
1416363699,On23
1416363999,On13
1416364299,On3
1416364599,On1
1416364899,On2
1416365199,On12
1416365499,allOn
1416365799,On23
1416366099,On13
1416366399,On3
1416366699,On1
1416366999,On2
1416367299,On12
1416367599,allOn
1416367899,On23
1416368199,On13
1416368499,On3
1416368799,On1
1416369099,On2
1416369399,On12
1416369699,allOn
1416369999,On23
1416370299,On13
1416370599,On3
1416370899,On1
1416371199,On2
1416371499,On12
1416371799,allOn
1416372099,On23
1416372399,On13
1416372699,On3
1416372999,On1
1416373299,On2
1416373599,On12
1416373899,allOn
1416374199,On23
1416374499,On13
1416374799,On3
1416375099,On1
1416375399,On2
1416375699,On12
1416375999,allOn
1416376299,On23
1416376599,On13
1416376899,On3
1416377199,On1
1416377499,On2
1416377799,On12
1416378099,allOn
1416378399,On23
1416378699,On13
1416378999,On3
1416379299,On1
1416379599,On2
1416379899,On12
1416380199,allOn
1416380499,On23
1416380799,On13
1416381099,On3
1416381399,On1
1416381699,On2
1416381999,On12
1416382299,allOn
1416382599,On23
1416382899,On13
1416383199,On3
1416383499,On1
1416383799,On2
1416384099,On12
1416384399,allOn
1416384699,On23
1416384999,On13
1416385299,On3
1416385599,On1
1416385899,On2
1416386199,On12
1416386499,allOn
1416386799,On23
1416387099,On13
1416387399,On3
1416387699,On1
1416387999,On2
1416388299,On12
1416388599,allOn
1416388899,On23
1416389199,On13
1416389499,On3
1416389799,On1
1416390099,On2
1416390399,On12
1416390699,allOn
1416390999,On23
1416391299,On13
1416391599,On3
1416391899,On1
1416392199,On2
1416392499,On12
1416392799,allOn
1416393099,On23
1416393399,On13
1416393699,On3
1416393999,On1
1416394300,On2
1416394600,On12
1416394900,allOn
1416395200,On23
1416395500,On13
1416395800,On3
1416396100,On1
1416396400,On2
1416396700,On12
1416397000,allOn
1416397300,On23
1416397600,On13
1416397900,On3
1416398200,On1
1416398500,On2
1416398800,On12
1416399100,allOn
1416399400,On23
1416399700,On13
1416400000,On3
1416400300,On1
1416400600,On2
1416400900,On12
1416401200,allOn
1416401500,On23
1416401800,On13
1416402100,On3
1416402400,On1
1416402700,On2
1416403000,On12
1416403300,allOn
1416403600,On23
1416403900,On13
1416404200,On3
1416404500,On1
1416404800,On2
1416405100,On12
1416405400,allOn
1416405700,On23
1416406000,On13
1416406300,On3
1416406600,On1
1416406900,On2
1416407200,On12
1416407500,allOn
1416407800,On23
1416408100,On13
1416408400,On3
1416408700,On1
1416409000,On2
1416409300,On12
1416409600,allOn
1416409900,On23
1416410200,On13
1416410500,On3
1416410800,On1
1416411100,On2
1416411400,On12
1416411700,allOn
1416412000,On23
1416412300,On13
1416412600,On3
1416412900,On1
1416413200,On2
1416413500,On12
1416413800,allOn
1416414100,On23
1416414400,On13
1416414700,On3
1416415000,On1
1416415300,On2
1416415600,On12
1416415900,allOn
1416416200,On23
1416416500,On13
1416416800,On3
1416417100,On1
1416417400,On2
1416417700,On12
1416418000,allOn
1416418300,On23
1416418600,On13
1416418900,On3
1416419200,On1
1416419500,On2
1416419800,On12
1416420100,allOn
1416420400,On23
1416420700,On13
1416421000,On3
1416421300,On1
1416421600,On2
1416421900,On12
1416422200,allOn
1416422500,On23
1416422800,On13
1416423100,On3
1416423400,On1
1416423700,On2
1416424000,On12
1416424300,allOn
1416424600,On23
1416424900,On13
1416425200,On3
1416425500,On1
1416425800,On2
1416426100,On12
1416426400,allOn
1416426700,On23
1416427000,On13
1416427300,On3
1416427600,On1
1416427900,On2
1416428200,On12
1416428500,allOn
1416428800,On23
1416429100,On13
1416429400,On3
1416429700,On1
1416430000,On2
1416430300,On12
1416430600,allOn
1416430900,On23
1416431200,On13
1416431500,On3
1416431800,On1
1416432100,On2
1416432400,On12
1416432700,allOn
1416433000,On23
1416433300,On13
1416433600,On3
1416433900,On1
1416434200,On2
1416434500,On12
1416434800,allOn
1416435100,On23
1416435400,On13
1416435700,On3
1416436000,On1
1416436300,On2
1416436600,On12
1416436900,allOn
1416437200,On23
1416437500,On13
1416437800,On3
1416438100,On1
1416438400,On2
1416438700,On12
1416439000,allOn
1416439300,On23
1416439600,On13
1416439900,On3
1416440200,On1
1416440500,On2
1416440800,On12
1416441100,allOn
1416441400,On23
